WTA,Location,Tournament,Date,Tier,Court,Surface,Round,Winner,Loser,WRank,LRank,Wsets,Lsets,Comment,PSW_x,PSL,match,win0,confidence0,PSW_y,date
41,Cincinnati,Western & Southern Financial Group Women's Open,2021-08-19,WTA1000,Outdoor,Hard,3rd Round,Kerber A.,Ostapenko J.,21,32,2.0,1.0,Completed,1.65,2.4,1812,1,1.2011172652244568,1.65,2021-08-19
41,Cincinnati,Western & Southern Financial Group Women's Open,2021-08-19,WTA1000,Outdoor,Hard,3rd Round,Krejcikova B.,Muguruza G.,10,9,2.0,1.0,Completed,2.16,1.78,1813,1,0.9364788150787354,2.16,2021-08-19
41,Cincinnati,Western & Southern Financial Group Women's Open,2021-08-19,WTA1000,Outdoor,Hard,2nd Round,Pegula J.,Halep S.,30,13,,,Walkover,1.81,2.13,1814,1,0.8092850619554519,1.81,2021-08-19
41,Cincinnati,Western & Southern Financial Group Women's Open,2021-08-19,WTA1000,Outdoor,Hard,2nd Round,Jabeur O.,Swiatek I.,22,7,2.0,0.0,Completed,2.07,1.85,1815,1,1.0881672352552414,2.07,2021-08-19
41,Cincinnati,Western & Southern Financial Group Women's Open,2021-08-19,WTA1000,Outdoor,Hard,2nd Round,Muguruza G.,Garcia C.,9,63,2.0,0.0,Completed,1.28,4.14,1816,1,1.0309102630615234,1.28,2021-08-19
41,Cincinnati,Western & Southern Financial Group Women's Open,2021-08-19,WTA1000,Outdoor,Hard,2nd Round,Pliskova Ka.,Putintseva Y.,6,36,2.0,0.0,Completed,1.44,3.02,1817,1,1.1225830936431884,1.44,2021-08-19
41,Cincinnati,Western & Southern Financial Group Women's Open,2021-08-20,WTA1000,Outdoor,Hard,Quarterfinals,Barty A.,Krejcikova B.,1,10,2.0,0.0,Completed,1.44,3.04,1818,1,1.1840978622436524,1.44,2021-08-20
41,Cincinnati,Western & Southern Financial Group Women's Open,2021-08-20,WTA1000,Outdoor,Hard,3rd Round,Bencic B.,Muchova K.,11,23,1.0,0.0,Retired,1.88,2.03,1819,1,1.0415217185020447,1.88,2021-08-20
41,Cincinnati,Western & Southern Financial Group Women's Open,2021-08-20,WTA1000,Outdoor,Hard,Quarterfinals,Kerber A.,Kvitova P.,21,12,1.0,0.0,Retired,2.17,1.78,1820,0,0.6930478751659392,2.17,2021-08-20
41,Cincinnati,Western & Southern Financial Group Women's Open,2021-08-20,WTA1000,Outdoor,Hard,3rd Round,Teichmann J.,Osaka N.,65,2,2.0,1.0,Completed,4.81,1.22,1821,0,0.9980378305912018,4.81,2021-08-20
41,Cincinnati,Western & Southern Financial Group Women's Open,2021-08-20,WTA1000,Outdoor,Hard,3rd Round,Badosa P.,Rybakina E.,31,19,2.0,0.0,Completed,2.56,1.58,1822,0,1.1057904410362245,2.56,2021-08-20
41,Cincinnati,Western & Southern Financial Group Women's Open,2021-08-21,WTA1000,Outdoor,Hard,Quarterfinals,Teichmann J.,Bencic B.,65,11,2.0,0.0,Completed,3.09,1.43,1823,0,1.1352480387687682,3.09,2021-08-21
41,Cincinnati,Western & Southern Financial Group Women's Open,2021-08-21,WTA1000,Outdoor,Hard,Quarterfinals,Pliskova Ka.,Badosa P.,6,31,1.0,0.0,Retired,1.54,2.66,1824,1,0.92715416431427,1.54,2021-08-21
41,Cincinnati,Western & Southern Financial Group Women's Open,2021-08-21,WTA1000,Outdoor,Hard,Semifinals,Barty A.,Kerber A.,1,21,2.0,0.0,Completed,1.3,3.92,1825,1,0.9962595343589784,1.3,2021-08-21
41,Cincinnati,Western & Southern Financial Group Women's Open,2021-08-21,WTA1000,Outdoor,Hard,Semifinals,Teichmann J.,Pliskova Ka.,65,6,2.0,0.0,Completed,3.05,1.43,1826,0,1.1419085294008253,3.05,2021-08-21
43,Cleveland,Tennis in the Land,2021-08-22,WTA250,Outdoor,Hard,1st Round,Mcnally C.,Danilina A.,134,294,2.0,1.0,Completed,,,1827,0,,,2021-08-22
43,Cleveland,Tennis in the Land,2021-08-22,WTA250,Outdoor,Hard,1st Round,Podoroska N.,Pera B.,37,84,2.0,0.0,Completed,,,1828,0,,,2021-08-22
43,Cleveland,Tennis in the Land,2021-08-22,WTA250,Outdoor,Hard,1st Round,Begu I.,Alexandrova E.,74,34,2.0,0.0,Completed,,,1829,0,,,2021-08-22
42,Chicago,Chicago Women's Opeen,2021-08-22,WTA250,Outdoor,Hard,1st Round,Abanda F.,Kovinic D.,361,65,2.0,0.0,Completed,,,1830,0,,,2021-08-22
42,Chicago,Chicago Women's Opeen,2021-08-22,WTA250,Outdoor,Hard,1st Round,Kanepi K.,Kalinina A.,70,75,2.0,1.0,Completed,,,1831,0,,,2021-08-22
42,Chicago,Chicago Women's Opeen,2021-08-22,WTA250,Outdoor,Hard,1st Round,Paolini J.,Doi M.,98,96,2.0,0.0,Completed,,,1832,0,,,2021-08-22
41,Cincinnati,Western & Southern Financial Group Women's Open,2021-08-22,WTA1000,Outdoor,Hard,The Final,Barty A.,Teichmann J.,1,65,2.0,0.0,Completed,1.2,5.27,1833,1,0.9783986091613769,1.2,2021-08-22
42,Chicago,Chicago Women's Opeen,2021-08-22,WTA250,Outdoor,Hard,1st Round,Gracheva V.,Zidansek T.,88,39,2.0,1.0,Completed,,,1834,0,,,2021-08-22
42,Chicago,Chicago Women's Opeen,2021-08-22,WTA250,Outdoor,Hard,1st Round,Kostyuk M.,Sebov K.,56,312,2.0,0.0,Completed,,,1835,0,,,2021-08-22
42,Chicago,Chicago Women's Opeen,2021-08-23,WTA250,Outdoor,Hard,1st Round,Ferro F.,Sutjiadi A.,80,366,2.0,1.0,Completed,,,1836,0,,,2021-08-23
42,Chicago,Chicago Women's Opeen,2021-08-23,WTA250,Outdoor,Hard,1st Round,Mladenovic K.,Diyas Z.,57,110,2.0,0.0,Completed,,,1837,0,,,2021-08-23
43,Cleveland,Tennis in the Land,2021-08-23,WTA250,Outdoor,Hard,1st Round,Linette M.,Bektas E.,51,337,2.0,0.0,Completed,,,1838,0,,,2021-08-23
43,Cleveland,Tennis in the Land,2021-08-23,WTA250,Outdoor,Hard,1st Round,Kontaveit A.,Davis L.,30,97,2.0,1.0,Completed,,,1839,0,,,2021-08-23
43,Cleveland,Tennis in the Land,2021-08-23,WTA250,Outdoor,Hard,1st Round,Zvonareva V.,Eikeri U.,101,291,2.0,0.0,Completed,,,1840,0,,,2021-08-23
43,Cleveland,Tennis in the Land,2021-08-23,WTA250,Outdoor,Hard,1st Round,Kasatkina D.,Juvan K.,27,109,2.0,0.0,Completed,,,1841,0,,,2021-08-23
43,Cleveland,Tennis in the Land,2021-08-23,WTA250,Outdoor,Hard,1st Round,Fruhvirtova L.,Moore T.,376,434,2.0,0.0,Completed,1.25,4.28,1842,1,1.0564954578876495,1.25,2021-08-23
43,Cleveland,Tennis in the Land,2021-08-23,WTA250,Outdoor,Hard,1st Round,Garcia C.,Harrison C.,61,340,2.0,0.0,Completed,,,1843,0,,,2021-08-23
43,Cleveland,Tennis in the Land,2021-08-23,WTA250,Outdoor,Hard,1st Round,Sasnovich A.,Mchale C.,99,119,2.0,0.0,Completed,,,1844,0,,,2021-08-23
42,Chicago,Chicago Women's Opeen,2021-08-23,WTA250,Outdoor,Hard,1st Round,Cornet A.,Li A.,68,67,2.0,1.0,Completed,,,1845,0,,,2021-08-23
43,Cleveland,Tennis in the Land,2021-08-23,WTA250,Outdoor,Hard,1st Round,Zhang S.,Trevisan M.,49,105,2.0,0.0,Completed,,,1846,0,,,2021-08-23
42,Chicago,Chicago Women's Opeen,2021-08-23,WTA250,Outdoor,Hard,1st Round,Bogdan A.,Watson H.,106,62,1.0,0.0,Retired,,,1847,0,,,2021-08-23
43,Cleveland,Tennis in the Land,2021-08-23,WTA250,Outdoor,Hard,1st Round,Mattek-Sands B.,Shibahara E.,363,615,2.0,1.0,Completed,1.36,3.34,1848,1,1.1151697540283203,1.36,2021-08-23
43,Cleveland,Tennis in the Land,2021-08-23,WTA250,Outdoor,Hard,1st Round,Sorribes Tormo S.,Glatch A.,43,297,2.0,0.0,Completed,1.09,8.5,1849,1,0.9748397374153138,1.09,2021-08-23
42,Chicago,Chicago Women's Opeen,2021-08-23,WTA250,Outdoor,Hard,1st Round,Svitolina E.,Burel C.,6,91,1.0,1.0,Retired,,,1850,0,,,2021-08-23
42,Chicago,Chicago Women's Opeen,2021-08-23,WTA250,Outdoor,Hard,1st Round,Martincova T.,Cirstea S.,60,38,2.0,1.0,Completed,,,1851,0,,,2021-08-23
42,Chicago,Chicago Women's Opeen,2021-08-23,WTA250,Outdoor,Hard,1st Round,Van Uytvanck A.,Hibino N.,58,71,2.0,0.0,Completed,,,1852,0,,,2021-08-23
42,Chicago,Chicago Women's Opeen,2021-08-23,WTA250,Outdoor,Hard,1st Round,Vondrousova M.,Gleason Q.,40,467,2.0,0.0,Completed,,,1853,0,,,2021-08-23
42,Chicago,Chicago Women's Opeen,2021-08-23,WTA250,Outdoor,Hard,1st Round,Golubic V.,Osorio M.,45,79,2.0,0.0,Completed,,,1854,0,,,2021-08-23
42,Chicago,Chicago Women's Opeen,2021-08-23,WTA250,Outdoor,Hard,1st Round,Peterson R.,Bouzkova M.,59,86,2.0,0.0,Completed,,,1855,0,,,2021-08-23
43,Cleveland,Tennis in the Land,2021-08-23,WTA250,Outdoor,Hard,1st Round,Hanatani N.,Blinkova A.,402,83,0.0,0.0,Retired,,,1856,0,,,2021-08-23
43,Cleveland,Tennis in the Land,2021-08-23,WTA250,Outdoor,Hard,1st Round,Hercog P.,Mateas M.,85,342,2.0,0.0,Completed,,,1857,0,,,2021-08-23
43,Cleveland,Tennis in the Land,2021-08-24,WTA250,Outdoor,Hard,2nd Round,Linette M.,Fruhvirtova L.,51,376,2.0,0.0,Completed,1.22,4.85,1858,1,0.9859416103363037,1.22,2021-08-24
43,Cleveland,Tennis in the Land,2021-08-24,WTA250,Outdoor,Hard,1st Round,Siniakova K.,Rogers S.,53,42,2.0,0.0,Completed,,,1859,0,,,2021-08-24
43,Cleveland,Tennis in the Land,2021-08-24,WTA250,Outdoor,Hard,2nd Round,Kasatkina D.,Mcnally C.,27,134,2.0,1.0,Completed,1.23,4.8,1860,1,1.0501018577814103,1.23,2021-08-24
42,Chicago,Chicago Women's Opeen,2021-08-24,WTA250,Outdoor,Hard,2nd Round,Mladenovic K.,Abanda F.,57,361,2.0,0.0,Completed,1.46,2.96,1861,1,1.1514630782604218,1.46,2021-08-24
42,Chicago,Chicago Women's Opeen,2021-08-24,WTA250,Outdoor,Hard,2nd Round,Kostyuk M.,Kanepi K.,56,70,2.0,0.0,Completed,1.68,2.32,1862,1,1.120378246307373,1.68,2021-08-24
42,Chicago,Chicago Women's Opeen,2021-08-24,WTA250,Outdoor,Hard,2nd Round,Gracheva V.,Bogdan A.,88,106,1.0,0.0,Retired,3.36,1.38,1863,0,1.0345591163635253,3.36,2021-08-24
42,Chicago,Chicago Women's Opeen,2021-08-24,WTA250,Outdoor,Hard,1st Round,Hsieh S.W.,Williams V.,81,147,2.0,0.0,Completed,,,1864,0,,,2021-08-24
43,Cleveland,Tennis in the Land,2021-08-24,WTA250,Outdoor,Hard,2nd Round,Sasnovich A.,Podoroska N.,99,37,2.0,1.0,Completed,2.11,1.81,1865,0,0.9961778593063354,2.11,2021-08-24
43,Cleveland,Tennis in the Land,2021-08-25,WTA250,Outdoor,Hard,2nd Round,Begu I.,Hercog P.,74,85,2.0,0.0,Completed,1.74,2.23,1866,1,1.157844171524048,1.74,2021-08-25
43,Cleveland,Tennis in the Land,2021-08-25,WTA250,Outdoor,Hard,2nd Round,Siniakova K.,Hanatani N.,53,402,2.0,0.0,Completed,1.03,17.92,1867,1,0.9211788344383239,1.03,2021-08-25
43,Cleveland,Tennis in the Land,2021-08-25,WTA250,Outdoor,Hard,2nd Round,Zhang S.,Mattek-Sands B.,49,363,2.0,0.0,Completed,1.28,4.13,1868,1,1.052992477416992,1.28,2021-08-25
42,Chicago,Chicago Women's Opeen,2021-08-25,WTA250,Outdoor,Hard,2nd Round,Peterson R.,Golubic V.,59,45,2.0,0.0,Completed,2.57,1.57,1869,0,1.085526341199875,2.57,2021-08-25
42,Chicago,Chicago Women's Opeen,2021-08-25,WTA250,Outdoor,Hard,2nd Round,Cornet A.,Paolini J.,68,98,2.0,0.0,Completed,1.57,2.58,1870,1,1.0646901631355286,1.57,2021-08-25
42,Chicago,Chicago Women's Opeen,2021-08-25,WTA250,Outdoor,Hard,2nd Round,Svitolina E.,Ferro F.,6,80,2.0,0.0,Completed,1.27,4.19,1871,1,1.044765973687172,1.27,2021-08-25
42,Chicago,Chicago Women's Opeen,2021-08-25,WTA250,Outdoor,Hard,2nd Round,Van Uytvanck A.,Vondrousova M.,58,40,0.0,1.0,Retired,3.05,1.43,1872,0,1.135268409848213,3.05,2021-08-25
42,Chicago,Chicago Women's Opeen,2021-08-25,WTA250,Outdoor,Hard,2nd Round,Martincova T.,Hsieh S.W.,60,81,2.0,1.0,Completed,1.94,1.96,1873,0,1.07531596660614,1.94,2021-08-25
43,Cleveland,Tennis in the Land,2021-08-25,WTA250,Outdoor,Hard,2nd Round,Kontaveit A.,Garcia C.,30,61,2.0,0.0,Completed,1.6,2.5,1874,1,1.1720230102539062,1.6,2021-08-25
43,Cleveland,Tennis in the Land,2021-08-26,WTA250,Outdoor,Hard,Quarterfinals,Sorribes Tormo S.,Zhang S.,43,49,2.0,0.0,Completed,1.54,2.65,1875,1,1.1280721473693849,1.54,2021-08-26
43,Cleveland,Tennis in the Land,2021-08-26,WTA250,Outdoor,Hard,Quarterfinals,Linette M.,Kasatkina D.,51,27,2.0,0.0,Completed,2.9,1.47,1876,0,1.0678099536895753,2.9,2021-08-26
43,Cleveland,Tennis in the Land,2021-08-26,WTA250,Outdoor,Hard,Quarterfinals,Kontaveit A.,Siniakova K.,30,53,2.0,1.0,Completed,1.66,2.37,1877,1,0.9105410706996917,1.66,2021-08-26
42,Chicago,Chicago Women's Opeen,2021-08-26,WTA250,Outdoor,Hard,Quarterfinals,Svitolina E.,Mladenovic K.,6,57,2.0,0.0,Completed,1.29,4.0,1878,1,1.016577651500702,1.29,2021-08-26
42,Chicago,Chicago Women's Opeen,2021-08-26,WTA250,Outdoor,Hard,Quarterfinals,Peterson R.,Martincova T.,59,60,1.0,1.0,Retired,2.2,1.75,1879,0,1.1644984483718872,2.2,2021-08-26
42,Chicago,Chicago Women's Opeen,2021-08-26,WTA250,Outdoor,Hard,Quarterfinals,Cornet A.,Vondrousova M.,68,40,2.0,1.0,Completed,4.04,1.29,1880,0,0.8532041805982591,4.04,2021-08-26
43,Cleveland,Tennis in the Land,2021-08-26,WTA250,Outdoor,Hard,2nd Round,Sorribes Tormo S.,Zvonareva V.,43,101,,,Walkover,1.71,2.25,1881,1,1.0495510965585708,1.71,2021-08-26
43,Cleveland,Tennis in the Land,2021-08-26,WTA250,Outdoor,Hard,Quarterfinals,Begu I.,Sasnovich A.,74,99,2.0,0.0,Completed,1.98,1.93,1882,0,1.0588570487499236,1.98,2021-08-26
43,Cleveland,Tennis in the Land,2021-08-27,WTA250,Outdoor,Hard,Semifinals,Begu I.,Linette M.,74,51,2.0,0.0,Completed,2.36,1.67,1883,1,1.2070920348167418,2.36,2021-08-27
43,Cleveland,Tennis in the Land,2021-08-27,WTA250,Outdoor,Hard,Semifinals,Kontaveit A.,Sorribes Tormo S.,30,43,2.0,0.0,Completed,1.85,2.06,1884,0,1.284348462820053,1.85,2021-08-27
42,Chicago,Chicago Women's Opeen,2021-08-27,WTA250,Outdoor,Hard,Semifinals,Cornet A.,Gracheva V.,68,88,2.0,1.0,Completed,1.5,2.77,1885,1,1.0514121651649475,1.5,2021-08-27
42,Chicago,Chicago Women's Opeen,2021-08-27,WTA250,Outdoor,Hard,Semifinals,Svitolina E.,Peterson R.,6,59,2.0,1.0,Completed,1.31,3.81,1886,1,1.0596704763174059,1.31,2021-08-27
42,Chicago,Chicago Women's Opeen,2021-08-27,WTA250,Outdoor,Hard,Quarterfinals,Gracheva V.,Kostyuk M.,88,56,2.0,1.0,Completed,4.4,1.26,1887,0,1.0365394699573518,4.4,2021-08-27
42,Chicago,Chicago Women's Opeen,2021-08-28,WTA250,Outdoor,Hard,The Final,Svitolina E.,Cornet A.,6,68,2.0,0.0,Completed,1.28,4.1,1888,1,0.8930825042724609,1.28,2021-08-28
43,Cleveland,Tennis in the Land,2021-08-28,WTA250,Outdoor,Hard,The Final,Kontaveit A.,Begu I.,30,74,2.0,0.0,Completed,1.37,3.39,1889,1,0.8749880629777909,1.37,2021-08-28
